Date,Item,Min
2026-06-19,Enchant Scroll Scrap: Tragic,"34,000,000"
2026-06-19,Enchant Scroll Scrap: Transcendent,"12,696,969"
2026-06-19,Enchant Scroll Scrap: Trial,"18,700,000"
2026-06-19,Enchant Scroll Scrap: Twisted,"6,950,000"
2026-06-19,Enchant Scroll Scrap: Vehement,"1,200,000"
2026-06-19,Enchant Scroll Scrap: Veiled,"12,999,000"
2026-06-19,Enchant Scroll Scrap: Victorious,"6,200,000"
2026-06-19,Enchant Scroll Scrap: Wave,"28,000,000"
2026-06-19,Enchant Scroll Scrap: Withered,"16,187,996"
2026-06-19,Enhanced New Era Cloth,"48,222"
2026-06-19,Enhanced New Era Leather,"31,499"
2026-06-19,Enhanced New Era Orb,"24,000"
2026-06-19,Enhanced New Era Ore,"51,000"
2026-06-19,Enmity Enchant Scroll,"799,999"
2026-06-19,Enok's Essence,"3,999,800"
2026-06-19,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-06-19,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-06-19,Eriu Advancement Stone: Weapon,"34,999,999"
2026-06-19,Eriu Book,"66,666,666"
2026-06-19,Eriu Fragment: Auxiliary Equipment,"6,500,000"
2026-06-19,Eriu Fragment: Chest Armor,"2,869,000"
2026-06-19,Eriu Fragment: Head Armor,"2,500,000"
2026-06-19,Eriu Fragment: Leg Armor,"2,600,000"
2026-06-19,Eriu Fragment: Roots of Abundance,"177,777"
2026-06-19,Eriu Fragment: Starlight Belt,"8,500,000"
2026-06-19,Eriu Fragment: Weapon,"3,713,415"
2026-06-19,Escalating Enchant Scroll,"27,000,000"
2026-06-19,Eternal Enchant Scroll,"16,500,000"
2026-06-19,Eternal Legacy,"1,000,000"
2026-06-19,Eternity Erg Crystal,"4,999"
2026-06-19,Executing Enchant Scroll,"99,000,000"
2026-06-19,Exquisite Cloth,"2,000"
2026-06-19,Exquisite HP Potion,"19,000"
2026-06-19,Fading Enchant Scroll,"140,000"
2026-06-19,Fallen One's Rhod Compass,"68,500,000"
2026-06-19,Fallen One's Rusty Rhod Compass,"19,900,000"
2026-06-19,Fallen One's Shiny Rhod Compass,"167,999,999"
2026-06-19,Fast Enchant Scroll,"1,500,000"
2026-06-19,Fate Enchant Scroll,"405,000,000"
2026-06-19,Fighting Belt,"19,558,225"
2026-06-19,Fighting Spirit Enchant Scroll,"19,910,000"
2026-06-19,Fine Bracelet Diamond,"8,888"
2026-06-19,Fine Bracelet Emerald,"50,000"
2026-06-19,Fine Bracelet Ruby,"69,888"
2026-06-19,Fine Bracelet Sapphire,"22,777"
2026-06-19,Fine Fobellow Tin,"2,999"
2026-06-19,Fine Iron Ore,"4,795"
2026-06-19,Flask of Niflheim,"1,328,214"
2026-06-19,Force Enchant Scroll,"100,000"
2026-06-19,Forgotten Enchant Scroll,"5,574,564"
2026-06-19,Frenzy Enchant Scroll,"7,999,999"
2026-06-19,Godly Cloth,"7,777"
2026-06-19,Godly Iron Ore,"1,000"
2026-06-19,Goibhniu's Enhancement Stone,"1,800,000"
2026-06-19,Goibhniu's Stone+,"4,199,998"
2026-06-19,Gold Bracelet,"21,999,999"
2026-06-19,Gray Twilight Brooch,"17,900,000"
2026-06-19,Greater Bronze Lion Statue,"900,000"
2026-06-19,Greater Mysterious Cat Statue,"7,500,000"
2026-06-19,Greater Succubus Fang,"500,000"
2026-06-19,Heavenly Leather,"22,000"
2026-06-19,Hoarfrost Hollow Erg Crystal,"8,000"
2026-06-19,Hollow Enchant Scroll,"48,500,000"
2026-06-19,Impaling Enchant Scroll,"700,000"
2026-06-19,Indomitable Enchant Scroll,"15,690,500"
2026-06-19,Inherited Power: Fragments,"8,957"
2026-06-19,Intermediate Element Stone,"350,000"
2026-06-19,Irate Enchant Scroll,"8,888,888"
2026-06-19,Iron Ore,"23,968"
2026-06-19,Jardin Steel,"33,925"
2026-06-19,Keen Eriu Crystal,"1,009,643"
2026-06-19,Keen Legacy Shard,"299,998"
2026-06-19,Keen Legendary Chunk,"350,000"
2026-06-19,Keen Succession Ore,"1,000,000"
2026-06-19,Keen Succession Shard,"500,000"
2026-06-19,Keen Uaithne Crystal,"2,474,999"
2026-06-19,Kitty Brooch,"300,000"
2026-06-19,Lambent Powder,"1,099"
2026-06-19,Lament Enchant Scroll,"1,499,997"
2026-06-19,Life Erg Crystal,"5,900"
2026-06-19,Life Spirit Remnant,"69,999"
2026-06-19,Light Erg Crystal,"8,969"
2026-06-19,Lightweight Eriu Crystal,"575,000"
2026-06-19,Lightweight Legacy Shard,"490,000"
2026-06-19,Lightweight Legendary Chunk,"300,000"
2026-06-19,Lightweight Legendary Ore,"300,000"
2026-06-19,Lightweight Succession Ore,"2,000,000"
2026-06-19,Lightweight Succession Shard,"1,500,000"
2026-06-19,Lightweight Uaithne Crystal,"2,600,000"
2026-06-19,Lord's Glowing Obsidian Bracelet,"600,000,000"
2026-06-19,Lord's Obsidian Bracelet,"375,000,000"
2026-06-19,Lucian's Essence,"1,800,000"
2026-06-19,Lugh Lamhfada's Essence: Leg Armor,"400,000"
2026-06-19,Lugh Lamhfada's Essence: Shield,"250,000"
2026-06-19,Madness Enchant Scroll,"4,900,000"
2026-06-19,Magic Elixir,"38,999"
2026-06-19,Magic Elixir of Life,"19,999"
2026-06-19,Magic Powder,"7,300"
2026-06-19,Meditating Enchant Scroll,"999,999"
2026-06-19,Milletian's Essence: Feet Armor,"2,999,800"
2026-06-19,Milletian's Essence: Leg Armor,"1,200,000"
2026-06-19,Misty Summit Source,"25,000"
2026-06-19,Moonlight Sapphire Brooch,"1,500,000"
2026-06-19,Morgant's Essence,"1,989,000"
2026-06-19,Mysterious Shard Grade 1,"81,277"
2026-06-19,Mysterious Shard Grade 2,"315,000"
2026-06-19,Mystic Enchant Scroll,"80,000,000"
2026-06-19,New Era Cloth,"31,821"
2026-06-19,New Era Leather,"27,161"
2026-06-19,New Era Orb,"4,000"
2026-06-19,New Era Ore,"7,040"
2026-06-19,New Era Stone,"6,469"
2026-06-19,Obsidian Kitty Necklace,"135,000,000"
2026-06-19,Orb,"10,902"
2026-06-19,Orna's Essence,"900,000"
2026-06-19,Orna's Essence: Chest Armor,"1,750,000"
2026-06-19,Orna's Essence: Feet Armor,"1,800,000"
2026-06-19,Orna's Essence: Hand Armor,"1,834,232"
2026-06-19,Orna's Essence: Head Armor,"2,049,997"
2026-06-19,Orna's Essence: Leg Armor,"1,890,000"
2026-06-19,Orna's Essence: Weapon,"173,128"
2026-06-19,Outburst Enchant Scroll,"500,000"
2026-06-19,Paradise Orb,"3,500"
2026-06-19,Passion Enchant Scroll,"750,000"
2026-06-19,Peaceful Enchant Scroll,"3,000,000"
2026-06-19,Perfect Legendary Chunk,"400,000"
2026-06-19,Perfect Succession Ore,"3,250,000"
2026-06-19,Perfect Uaithne Crystal,"3,700,000"
2026-06-19,Petite Enchant Scroll,"1,500"
2026-06-19,Petrify Enchant Scroll,"999,999"
2026-06-19,Prairie Erg Crystal,"8,888"
2026-06-19,Praise Enchant Scroll,"32,600,000"
2026-06-19,Prophetic Enchant Scroll,"1,000,000"
2026-06-19,Rage Erg Crystal,"18,999"
2026-06-19,Raging Enchant Scroll,"1,999,999"
2026-06-19,Red Kitty Necklace,"1,000,000"
2026-06-19,Red Moon Brooch,"25,000,000"
2026-06-19,Reflection Enchant Scroll,"28,800,000"
2026-06-19,Regina's Feather: Head Armor,"170,000"
2026-06-19,Regina's Feather: Large Shield,"2,000,000"
2026-06-19,Regina's Feather: Shield,"500,000"
2026-06-19,Resistant Enchant Scroll,"50,000"
2026-06-19,Resolved Enchant Scroll,"500,000"
2026-06-19,Revenge Enchant Scroll,"7,990,000"
2026-06-19,Robust Eriu Crystal,"1,555,555"
2026-06-19,Robust Uaithne Crystal,"800,000"
2026-06-19,Roots of Abundance,"81,000,000"
2026-06-19,Ruins Erg Crystal,"8,880"
2026-06-19,Sacred Erg Crystal,"6,666"
2026-06-19,Sanctuary Earrings,"15,228,888"
2026-06-19,Sealed Power: Fragments,"39,000"
2026-06-19,Semias' Essence,"3,136,313"
2026-06-19,Seraphic Feathers Brooch,"14,999,999"
2026-06-19,Ship Graveyard Power Crystal,"9,800"
2026-06-19,Shrewd Enchant Scroll,"7,000,000"
2026-06-19,Shrouded Moonlight,"16,000,000"
2026-06-19,Significant Enchant Scroll,"199,900"
2026-06-19,Silver Bracelet,"67,676"
2026-06-19,Smooth Eriu Crystal,"1,548,000"
2026-06-19,Smooth Legacy Shard,"700,000"
2026-06-19,Smooth Legendary Chunk,"1,000,000"
2026-06-19,Smooth Legendary Ore,"1,999,800"
2026-06-19,Smooth Legendary Shard,"100,000"
2026-06-19,Smooth Succession Ore,"246,253"
2026-06-19,Smooth Succession Shard,"500,000"
2026-06-19,Smooth Uaithne Crystal,"291,983"
2026-06-19,Solid Eriu Crystal,"697,000"
2026-06-19,Solid Legacy Shard,"700,000"
2026-06-19,Solid Legendary Chunk,"350,000"
2026-06-19,Solid Legendary Ore,"1,999,800"
2026-06-19,Solid Legendary Shard,"97,950"
2026-06-19,Solid Succession Ore,"1,056,200"
2026-06-19,Solid Uaithne Crystal,"725,000"
2026-06-19,Solitude Enchant Scroll,"10,000,000"
2026-06-19,Sorrowful Enchant Scroll,"2,000,000"
2026-06-19,Space Time Enchant Scroll,"777,777"
2026-06-19,Sparkling Enchant Scroll,"300,000"
2026-06-19,Special Dungeon: Enchant Pouch,"10,850,000"
2026-06-19,Spinos' Essence,"8,888,888"
2026-06-19,Spirit Magic Powder,"13,130"
2026-06-19,Spirit Water,"1,850"
2026-06-19,Stable Eriu Crystal,"2,134,000"
2026-06-19,Stable Legacy Shard,"371,000"
2026-06-19,Stable Legendary Chunk,"800,000"
2026-06-19,Stable Succession Ore,"3,200,000"
2026-06-19,Stable Uaithne Crystal,"3,799,999"
2026-06-19,Starlight Belt,"71,000,000"
2026-06-19,Stern Enchant Scroll,"4,500,000"
2026-06-19,Stylish Enchant Scroll,"15,500,000"
2026-06-19,Superior Bracelet Diamond,"7,500,000"
2026-06-19,Superior Bracelet Ruby,"3,800,000"
2026-06-19,Superior Bracelet Sapphire,"400,000"
2026-06-19,Superior Cloth,"8,999"
2026-06-19,Superior Element Stone,"870,000"
2026-06-19,Superior Enhancement Elixir,"142,966"
2026-06-19,Superior HP Potion,"14,499"
2026-06-19,Superior Iron Ore,"7,000"
2026-06-19,Tarian Steel,"3,500,000"
2026-06-19,Tempestuous Enchant Scroll,"8,000,000"
2026-06-19,Terminus Sentinel Essence: Grand Targe,"2,000,000"
2026-06-19,Terminus Sentinel Essence: Large Shield,"2,000,000"
2026-06-19,Terminus Sentinel Essence: Shield,"1,000,000"
2026-06-19,Terminus Sentinel Essence: Weapon,"500,000"
2026-06-19,Terra Spirit Remnant,"2,826"
2026-06-19,The Book of Orna,"29,999,999"
2026-06-19,The Book of Uaithne,"40,000,000"
2026-06-19,The Cursed Belt,"45,000,000"
2026-06-19,The Dead Enchant Scroll,"500,000"
2026-06-19,The Watcher's Glowing Succubus Fang,"149,999,999"
2026-06-19,The Watcher's Mysterious Cat Statue,"19,999,999"
2026-06-19,The Watcher's Rusty Mysterious Cat Statue,"4,400,000"
2026-06-19,The Watcher's Rusty Succubus Fang,"4,990,000"
2026-06-19,The Watcher's Rusty War Goddess Statue,"8,000,000"
2026-06-19,The Watcher's Rusty Werewolf Paw,"12,222,222"
2026-06-19,The Watcher's Glowing War Goddess Statue,"90,000,000"
2026-06-19,The Watcher's Glowing Werewolf Paw,"145,000,000"
2026-06-19,The Watcher's Succubus Fang,"20,000,000"
2026-06-19,The Watcher's War Goddess Statue,"21,849,999"
2026-06-19,The Watcher's Werewolf Paw,"36,000,000"
2026-06-19,Tragic Enchant Scroll,"34,987,645"
2026-06-19,Transcendent Enchant Scroll,"16,000,000"
2026-06-19,Trial Enchant Scroll,"23,000,000"
2026-06-19,Truth Enchant Scroll,"1,000,000"
2026-06-19,Twilight Desert Source,"7,000"
2026-06-19,Twilight Erg Crystal,"6,900"
2026-06-19,Twisted Enchant Scroll,"12,222,222"
2026-06-19,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-06-19,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-06-19,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-06-19,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-06-19,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-06-19,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-06-19,Uaithne Crystal,"17,000,000"
2026-06-19,Uaithne Fragment: Auxiliary Equipment,"300,000"
2026-06-19,Uaithne Fragment: Chest Armor,"3,000,000"
2026-06-19,Uaithne Fragment: Feet Armor,"2,649,999"
2026-06-19,Uaithne Fragment: Hand Armor,"2,850,000"
2026-06-19,Uaithne Fragment: Head Armor,"3,227,228"
2026-06-19,Uaithne Fragment: Leg Armor,"2,500,000"
2026-06-19,Uaithne Fragment: The Cursed Belt,"6,000,000"
2026-06-19,Uaithne Fragment: Token of Quiet,"13,444,333"
2026-06-19,Uaithne Fragment: Token of Silence,"9,799,000"
2026-06-19,Uaithne Fragment: Weapon,"2,981,101"
2026-06-19,Unknowable Power: Fragments,"140,690"
2026-06-19,Unrelenting Uaithne Crystal,"568,000"
2026-06-19,Unstable Enhancement Rune,"7,376,779"
2026-06-19,Uscias' Essence,"2,604,444"
2026-06-19,Usurper's Rusty Rhod Compass,"3,799,999"
2026-06-19,Usurper's Rhod Compass,"9,900,000"
2026-06-19,Usurper's Shiny Rhod Compass,"13,000,000"
2026-06-19,Valor Enchant Scroll,"550,000"
2026-06-19,Vehement Enchant Scroll,"750,000"
2026-06-19,Veiled Enchant Scroll,"17,777,777"
2026-06-19,Victorious Enchant Scroll,"6,000,500"
2026-06-19,Water Erg Crystal,"5,555"
2026-06-19,Wave Enchant Scroll,"38,000,000"
2026-06-19,Weeping Enchant Scroll,"100,000"
2026-06-19,Well-Balanced Enchant Scroll,"499,999"
2026-06-19,White Kitty Brooch,"952,100"
2026-06-19,White Kitty Necklace,"499,000"
2026-06-19,Wish Enchant Scroll,"2,999,999"
2026-06-19,Withered Enchant Scroll,"25,029,201"
2026-06-20,Ardri's Essence,"100,000"
2026-06-20,Eternal Legacy,"1,000,000"
2026-06-20,Keen Uaithne Crystal,"2,546,403"
2026-06-20,Lightweight Uaithne Crystal,"2,384,000"
2026-06-20,Lucian's Essence,"2,100,000"
2026-06-20,Morgant's Essence,"2,377,999"
2026-06-20,Orna's Essence,"1,750,000"
2026-06-20,Perfect Uaithne Crystal,"2,800,000"
2026-06-20,Robust Uaithne Crystal,"500,000"
2026-06-20,Semias' Essence,"3,222,222"
2026-06-20,Smooth Uaithne Crystal,"380,000"
2026-06-20,Solid Uaithne Crystal,"728,229"
2026-06-20,Spinos' Essence,"7,999,999"
2026-06-20,Stable Uaithne Crystal,"2,500,000"
2026-06-20,Uaithne Crystal,"16,757,650"
2026-06-20,Uaithne Fragment: Auxiliary Equipment,"100,000"
2026-06-20,Uaithne Fragment: Chest Armor,"3,166,737"
2026-06-20,Uaithne Fragment: Feet Armor,"2,595,000"
2026-06-20,Uaithne Fragment: Hand Armor,"3,854,999"
2026-06-20,Uaithne Fragment: Head Armor,"2,829,999"
2026-06-20,Uaithne Fragment: Leg Armor,"2,669,689"
2026-06-20,Uaithne Fragment: The Cursed Belt,"6,000,000"
2026-06-20,Uaithne Fragment: The Sun's Wish,"1,000,000"
2026-06-20,Uaithne Fragment: Token of Silence,"9,399,999"
2026-06-20,Uaithne Fragment: Weapon,"2,890,000"
2026-06-20,Unrelenting Uaithne Crystal,"589,000"
2026-06-20,Uscias' Essence,"1,500,000"
2026-06-21,Airtight Extraction Rune 1x,"55,000,000"
2026-06-21,Abyssal Shard Grade 1,"110,000"
2026-06-21,Abyssal Shard Grade 2,"400,000"
2026-06-21,Abyssal Shard Grade 3,"1,400,000"
2026-06-21,Advance Enchant Scroll,"399,998"
2026-06-21,Advent Enchant Scroll,"18,888,888"
2026-06-21,Adversarial Enchant Scroll,"14,000,000"
2026-06-21,Agonizing Enchant Scroll,"25,000"
2026-06-21,Airtight Exquisite Enchant Rune,"104,999,000"
2026-06-21,Amplified Enchant Scroll,"20,000,000"
2026-06-21,Ancient Element Shard,"24,000"
2026-06-21,Ancient Elemental Accessory Shard,"7,000"
2026-06-21,Ancient Elemental Armor Shard,"7,000"
2026-06-21,Ancient Elemental Cloth Bundle,"7,763"
2026-06-21,Ancient Elemental Weapon Shard,"7,000"
2026-06-21,Ancient Enchant Scroll,"7,000,000"
2026-06-21,Ancient Spirit Water,"24,000"
2026-06-21,Artisan's Refined Flask,"950,000"
2026-06-21,Artisan's Sturdy Flask,"12,422"
2026-06-21,Barrier Enchant Scroll,"100,000"
2026-06-21,Berserker Enchant Scroll,"350,000"
2026-06-21,Blessed Magic Elixir,"34,400"
2026-06-21,Bountiful Enchant Scroll,"35,000,000"
2026-06-21,Brutal Enchant Scroll,"1,000,000"
2026-06-21,Challenging Enchant Scroll,"20,000"
2026-06-21,Chaos Enchant Scroll,"45,000"
2026-06-21,Charging Enchant Scroll,"1,919,191"
2026-06-21,Chaser's Enchant Scroll,"1,500,000"
2026-06-21,Clash Enchant Scroll,"3,333,333"
2026-06-21,Cloth,"5,990"
2026-06-21,Complete Bracelet Diamond,"9,000,000"
2026-06-21,Complete Bracelet Emerald,"7,500,000"
2026-06-21,Complete Bracelet Ruby,"7,900,000"
2026-06-21,Complete Bracelet Sapphire,"7,867,675"
2026-06-21,Concentrated Enchant Scroll,"1,000,000"
2026-06-21,Concerted Enchant Scroll,"300,000"
2026-06-21,Consume Enchant Scroll,"7,770,000"
2026-06-21,Cool Enchant Scroll,"377,777"
2026-06-21,Copper Ore,"3,175"
2026-06-21,Crescent Moon Island Power Crystal,"3,000"
2026-06-21,Cyclical Enchant Scroll,"21,000,000"
2026-06-21,Destructive Enchant Scroll,"2,500,000"
2026-06-21,Dignified Enchant Scroll,"25,000,000"
2026-06-21,Element Stone,"10,000"
2026-06-21,Element Stone Catalyst,"14,293"
2026-06-21,Elemental Accessory Shard,"4,999"
2026-06-21,Elemental Armor Shard,"5,356"
2026-06-21,Elemental Cloth Bundle,"4,000"
2026-06-21,Elemental Weapon Shard,"5,400"
2026-06-21,Empowered Stone,"1,999"
2026-06-21,Enchant Scroll Scrap: Advance,"3,653,999"
2026-06-21,Enchant Scroll Scrap: Advent,"13,000,000"
2026-06-21,Enchant Scroll Scrap: Adversarial,"18,500,100"
2026-06-21,Enchant Scroll Scrap: Amplified,"10,000,000"
2026-06-21,Enchant Scroll Scrap: Ancient,"1,000,000"
2026-06-21,Enchant Scroll Scrap: Bountiful,"22,777,777"
2026-06-21,Enchant Scroll Scrap: Brutal,"500,000"
2026-06-21,Enchant Scroll Scrap: Chaser's,"2,000,000"
2026-06-21,Enchant Scroll Scrap: Clash,"1,500,000"
2026-06-21,Enchant Scroll Scrap: Concentrated,"1,390,000"
2026-06-21,Enchant Scroll Scrap: Concerted,"800,000"
2026-06-21,Enchant Scroll Scrap: Consume,"7,500,000"
2026-06-21,Enchant Scroll Scrap: Conviction,"5,555,555"
2026-06-21,Enchant Scroll Scrap: Cool,"5,000,000"
2026-06-21,Enchant Scroll Scrap: Cyclical,"45,555,555"
2026-06-21,Enchant Scroll Scrap: Destructive,"4,000,000"
2026-06-21,Enchant Scroll Scrap: Dignified,"500,000"
2026-06-21,Enchant Scroll Scrap: Enmity,"2,777,777"
2026-06-21,Enchant Scroll Scrap: Escalating,"20,000,000"
2026-06-21,Enchant Scroll Scrap: Eternal,"12,000,000"
2026-06-21,Enchant Scroll Scrap: Executing,"41,850,000"
2026-06-21,Enchant Scroll Scrap: Fading,"1,000,000"
2026-06-21,Enchant Scroll Scrap: Fate,"140,000,000"
2026-06-21,Enchant Scroll Scrap: Fighting Spirit,"13,899,999"
2026-06-21,Enchant Scroll Scrap: Frenzy,"4,000,000"
2026-06-21,Enchant Scroll Scrap: Hollow,"35,000,000"
2026-06-21,Enchant Scroll Scrap: Impaling,"500,000"
2026-06-21,Enchant Scroll Scrap: Indomitable,"16,666,666"
2026-06-21,Enchant Scroll Scrap: Instant,"9,000,000"
2026-06-21,Enchant Scroll Scrap: Irate,"6,999,997"
2026-06-21,Enchant Scroll Scrap: Lament,"4,999,999"
2026-06-21,Enchant Scroll Scrap: Madness,"5,000,000"
2026-06-21,Enchant Scroll Scrap: Mystic,"39,999,997"
2026-06-21,Enchant Scroll Scrap: Outburst,"850,000"
2026-06-21,Enchant Scroll Scrap: Petrify,"1,800,000"
2026-06-21,Enchant Scroll Scrap: Praise,"16,200,000"
2026-06-21,Enchant Scroll Scrap: Prophetic,"5,000,000"
2026-06-21,Enchant Scroll Scrap: Reflection,"17,000,000"
2026-06-21,Enchant Scroll Scrap: Revenge,"750,000"
2026-06-21,Enchant Scroll Scrap: Sealed,"5,555,555"
2026-06-21,Enchant Scroll Scrap: Shrewd,"4,000,000"
2026-06-21,Enchant Scroll Scrap: Solitude,"8,745,670"
2026-06-21,Enchant Scroll Scrap: Sorrowful,"4,000,000"
2026-06-21,Enchant Scroll Scrap: Space Time,"1,000,000"
2026-06-21,Enchant Scroll Scrap: Stern,"14,999,999"
2026-06-21,Enchant Scroll Scrap: Stylish,"18,888,888"
2026-06-21,Enchant Scroll Scrap: Subdued,"5,555,555"
2026-06-21,Enchant Scroll Scrap: Tempestuous,"7,250,000"
2026-06-21,Enchant Scroll Scrap: Tragic,"29,000,000"
2026-06-21,Enchant Scroll Scrap: Transcendent,"1,969,696"
2026-06-21,Enchant Scroll Scrap: Trial,"16,000,000"
2026-06-21,Enchant Scroll Scrap: Twisted,"5,000,000"
2026-06-21,Enchant Scroll Scrap: Vehement,"999,999"
2026-06-21,Enchant Scroll Scrap: Veiled,"12,655,555"
2026-06-21,Enchant Scroll Scrap: Victorious,"5,888,888"
2026-06-21,Enchant Scroll Scrap: Wave,"20,000,000"
2026-06-21,Enchant Scroll Scrap: Weeping,"5,555,555"
2026-06-21,Enchant Scroll Scrap: Withered,"14,500,000"
2026-06-21,Enhanced New Era Cloth,"33,680"
2026-06-21,Enhanced New Era Leather,"33,680"
2026-06-21,Enhanced New Era Orb,"21,440"
2026-06-21,Enhanced New Era Ore,"34,990"
2026-06-21,Enmity Enchant Scroll,"35,000,000"
2026-06-21,Eriu Advancement Stone: Head Armor,"66,666,666"
2026-06-21,Eriu Advancement Stone: Leg Armor,"66,666,666"
2026-06-21,Eriu Advancement Stone: Weapon,"34,999,999"
2026-06-21,Eriu Fragment: Auxiliary Equipment,"7,300,000"
2026-06-21,Eternal Enchant Scroll,"23,000,000"
2026-06-21,Executing Enchant Scroll,"98,000,000"
2026-06-21,Expeditionary Enchant Scroll,"100,000"
2026-06-21,Exquisite Cloth,"2,000"
2026-06-21,Fading Enchant Scroll,"750,000"
2026-06-21,Fast Enchant Scroll,"2,444,444"
2026-06-21,Fate Enchant Scroll,"409,000,000"
2026-06-21,Fighting Spirit Enchant Scroll,"28,702,148"
2026-06-21,Fine Bracelet Diamond,"50,000"
2026-06-21,Fine Bracelet Emerald,"50,000"
2026-06-21,Fine Bracelet Ruby,"12,000"
2026-06-21,Fine Bracelet Sapphire,"21,999"
2026-06-21,Fine Cloth,"3,792"
2026-06-21,Fine Fobellow Tin,"2,250"
2026-06-21,Fine Iron Ore,"2,116"
2026-06-21,Flask of Niflheim,"1,999,000"
2026-06-21,Force Enchant Scroll,"30,000"
2026-06-21,Forgotten Enchant Scroll,"3,074,564"
2026-06-21,Frenzy Enchant Scroll,"8,499,999"
2026-06-21,Godly Cloth,"7,777"
2026-06-21,Goibhniu's Enhancement Stone,"1,800,000"
2026-06-21,Goibhniu's Stone+,"3,500,000"
2026-06-21,Heavenly Leather,"22,000"
2026-06-21,Hollow Enchant Scroll,"55,000,000"
2026-06-21,Immoral Enchant Scroll,"20,000"
2026-06-21,Impaling Enchant Scroll,"650,000"
2026-06-21,Indomitable Enchant Scroll,"5,000,000"
2026-06-21,Inherited Power: Fragments,"5,709"
2026-06-21,Instant Enchant Scroll,"32,000,000"
2026-06-21,Intermediate Element Stone,"350,000"
2026-06-21,Irate Enchant Scroll,"4,999,999"
2026-06-21,Iron Ore,"21,580"
2026-06-21,Jardin Steel,"24,637"
2026-06-21,Judgment Enchant Scroll,"20,000"
2026-06-21,Lament Enchant Scroll,"1,349,999"
2026-06-21,Madness Enchant Scroll,"4,400,000"
2026-06-21,Magic Elixir,"38,885"
2026-06-21,Magic Elixir of Life,"15,500"
2026-06-21,Magic Powder,"6,974"
2026-06-21,Meditating Enchant Scroll,"555,500"
2026-06-21,Misty Summit Source,"25,070"
2026-06-21,Mysterious Shard Grade 2,"300,000"
2026-06-21,Mysterious Shard Grade 3,"2,200,000"
2026-06-21,Mystic Enchant Scroll,"67,000,000"
2026-06-21,New Era Cloth,"31,000"
2026-06-21,New Era Leather,"37,611"
2026-06-21,New Era Orb,"2,999"
2026-06-21,New Era Ore,"6,390"
2026-06-21,New Era Stone,"4,888"
2026-06-21,Orb,"8,000"
2026-06-21,Outburst Enchant Scroll,"400,000"
2026-06-21,Paradise Orb,"2,810"
2026-06-21,Passion Enchant Scroll,"2,000,000"
2026-06-21,Peaceful Enchant Scroll,"999,000"
2026-06-21,Petrify Enchant Scroll,"800,000"
2026-06-21,Praise Enchant Scroll,"28,249,999"
2026-06-21,Raging Enchant Scroll,"1,599,999"
2026-06-21,Reflection Enchant Scroll,"28,999,999"
2026-06-21,Reinforced Enchant Scroll,"100,000"
2026-06-21,Revenge Enchant Scroll,"5,000,000"
2026-06-21,Sealed Enchant Scroll,"555,500"
2026-06-21,Sealed Power: Fragments,"39,773"
2026-06-21,Ship Graveyard Power Crystal,"3,000"
2026-06-21,Shrewd Enchant Scroll,"5,599,999"
2026-06-21,Solitude Enchant Scroll,"1,000,000"
2026-06-21,Sorrowful Enchant Scroll,"1,600,000"
2026-06-21,Space Time Enchant Scroll,"199,989"
2026-06-21,Special Dungeon: Enchant Pouch,"9,800,000"
2026-06-21,Spirit Magic Powder,"12,500"
2026-06-21,Spirited Enchant Scroll,"20,000,000"
2026-06-21,Stern Enchant Scroll,"12,500,000"
2026-06-21,Strong Enchant Scroll,"95,000"
2026-06-21,Stylish Enchant Scroll,"19,999,999"
2026-06-21,Subdued Enchant Scroll,"20,000"
2026-06-21,Superior Bracelet Diamond,"6,666,666"
2026-06-21,Superior Bracelet Emerald,"2,799,999"
2026-06-21,Superior Bracelet Ruby,"3,500,000"
2026-06-21,Superior Bracelet Sapphire,"3,800,500"
2026-06-21,Superior Cloth,"5,500"
2026-06-21,Superior Element Stone,"750,000"
2026-06-21,Superior Enhancement Elixir,"144,369"
2026-06-21,Superior Iron Ore,"3,995"
2026-06-21,Superior Leather,"100,000"
2026-06-21,Tarian Steel,"3,200,000"
2026-06-21,Tempestuous Enchant Scroll,"8,000,000"
2026-06-21,The Dead Enchant Scroll,"300,000"
2026-06-21,Tragic Enchant Scroll,"44,000,000"
2026-06-21,Transcendent Enchant Scroll,"14,977,777"
2026-06-21,Trial Enchant Scroll,"21,000,000"
2026-06-21,Truth Enchant Scroll,"500,000"
2026-06-21,Twilight Desert Source,"7,000"
2026-06-21,Uaithne Advancement Stone: Chest Armor,"55,555,555"
2026-06-21,Uaithne Advancement Stone: Feet Armor,"55,555,555"
2026-06-21,Uaithne Advancement Stone: Hand Armor,"55,555,555"
2026-06-21,Uaithne Advancement Stone: Head Armor,"55,555,555"
2026-06-21,Uaithne Advancement Stone: Leg Armor,"55,555,555"
2026-06-21,Uaithne Advancement Stone: Weapon,"88,888,888"
2026-06-21,Uaithne Crystal,"19,942,449"
2026-06-21,Uaithne Fragment: Auxiliary Equipment,"100,000"
